timestamp,dpid,src_mac,dst_mac,packet_count,byte_count,duration_sec,pps,bps,avg_pkt_size
1765538741.9764206,3,00:00:00:00:00:01,00:00:00:00:00:08,4,577,1.5437476745809207,3,2994.469854372222,128
1765538742.9764206,3,00:00:00:00:00:03,00:00:00:00:00:01,172,193193,57.40407955399928,3,26924.05324000569,1024
1765538743.9764206,2,00:00:00:00:00:06,00:00:00:00:00:03,258,14964,51.66991034498611,5,2316.930930738745,64
1765538744.9764206,4,00:00:00:00:00:01,00:00:00:00:00:08,14,874,4.9835929250331485,3,1404.3010304167183,64
1765538745.9764206,3,00:00:00:00:00:05,00:00:00:00:00:01,19,21153,19.537654571589357,1,8661.725873866004,1024
1765538746.9764206,1,00:00:00:00:00:06,00:00:00:00:00:08,37,2489,7.500074284932663,5,2655.1342277985977,64
1765538747.9764206,3,00:00:00:00:00:05,00:00:00:00:00:02,267,16309,53.4047737720555,5,2443.1452189309616,64
1765538748.9764206,4,00:00:00:00:00:02,00:00:00:00:00:03,171,10941,34.29946989993366,5,2552.0291902401236,64
1765538749.9764206,3,00:00:00:00:00:04,00:00:00:00:00:07,273,281325,54.6834063033514,5,41157.00581455607,1024
1765538750.9764206,3,00:00:00:00:00:07,00:00:00:00:00:06,112,7009,56.33895862465059,2,995.2798675768396,64
1765538751.9764206,2,00:00:00:00:00:03,00:00:00:00:00:08,61,57053,15.393058360667732,4,29651.711215100513,1024
1765538752.9764206,3,00:00:00:00:00:04,00:00:00:00:00:08,118,128072,23.685315408191073,5,43257.90532935041,1024
1765538753.9764206,2,00:00:00:00:00:06,00:00:00:00:00:01,230,32473,46.13639841139105,5,5630.931991395063,128
1765538754.9764206,1,00:00:00:00:00:01,00:00:00:00:00:05,77,40708,25.72648918377178,3,12658.940319704652,512
1765538755.9764206,2,00:00:00:00:00:06,00:00:00:00:00:05,78,112779,19.603923978386458,4,46023.26043352567,1500
1765538756.9764206,3,00:00:00:00:00:03,00:00:00:00:00:07,51,3065,51.06845845823682,1,480.1876929834203,64
1765538757.9764206,1,00:00:00:00:00:02,00:00:00:00:00:04,50,55421,50.1423392697875,1,8842.208845195224,1024
1765538758.9764206,1,00:00:00:00:00:03,00:00:00:00:00:01,2,346,2.7358546981967318,1,1012.293549302581,128
1765538759.9764206,1,00:00:00:00:00:05,00:00:00:00:00:01,56,31865,28.439243301494106,2,8963.86506488617,512
1765538760.9764206,1,00:00:00:00:00:04,00:00:00:00:00:08,11,6436,5.8641843053038905,2,8780.144978153201,512
1765538761.9764206,2,00:00:00:00:00:03,00:00:00:00:00:06,40,5645,40.592238983343634,1,1112.565473565326,128
1765538762.9764206,3,00:00:00:00:00:02,00:00:00:00:00:01,72,33754,18.11244155486849,4,14908.866768185306,512
1765538763.9764206,3,00:00:00:00:00:03,00:00:00:00:00:02,206,205374,41.382145105515164,5,39702.95075303122,1024
1765538764.9764206,3,00:00:00:00:00:03,00:00:00:00:00:01,118,7424,39.64845718095132,3,1498.088343729496,64
1765538765.9764206,2,00:00:00:00:00:03,00:00:00:00:00:07,33,49244,33.56155511453842,1,11738.3358969474,1500
1765538766.9764206,4,00:00:00:00:00:02,00:00:00:00:00:08,174,24151,34.84122042822107,5,5545.411437049559,128
1765538767.9764206,4,00:00:00:00:00:04,00:00:00:00:00:08,34,2154,34.138862056700866,1,504.7642697012484,64
1765538768.9764206,4,00:00:00:00:00:03,00:00:00:00:00:08,110,117271,36.77351861829522,3,25512.119073088892,1024
1765538769.9764206,2,00:00:00:00:00:05,00:00:00:00:00:04,36,19650,7.296696871564821,5,21544.69013545317,512
1765538770.9764206,3,00:00:00:00:00:01,00:00:00:00:00:04,160,150795,40.08593285723911,4,30094.48199500357,1024
1765538771.9764206,3,00:00:00:00:00:04,00:00:00:00:00:01,29,43630,14.881787112826556,2,23454.356195451328,1500
1765538772.9764206,4,00:00:00:00:00:07,00:00:00:00:00:05,105,13987,52.84502943950433,2,2117.508642291683,128
1765538773.9764206,3,00:00:00:00:00:07,00:00:00:00:00:04,70,39358,23.39764569036022,3,13457.16639090811,512
1765538774.9764206,2,00:00:00:00:00:02,00:00:00:00:00:01,49,6342,9.883690783411323,5,5133.4749361219,128
1765538775.9764206,3,00:00:00:00:00:06,00:00:00:00:00:07,184,25207,46.09946466934676,4,4374.403192541878,128
1765538776.9764206,4,00:00:00:00:00:02,00:00:00:00:00:03,102,7041,20.54953676531666,5,2741.4079317861597,64
1765538777.9764206,2,00:00:00:00:00:04,00:00:00:00:00:03,2,243,2.0687667714290643,1,942.3248732186346,128
1765538778.9764206,4,00:00:00:00:00:06,00:00:00:00:00:03,5,363,2.7053397805239365,2,1073.445595619506,64
1765538779.9764206,2,00:00:00:00:00:03,00:00:00:00:00:02,111,15234,22.366179721486183,5,5449.110812581388,128
1765538780.9764206,3,00:00:00:00:00:02,00:00:00:00:00:03,268,404175,53.73671006418864,5,60171.27590889333,1500
1765538781.9764206,1,00:00:00:00:00:06,00:00:00:00:00:01,258,31283,51.6971182454118,5,4841.089942997293,128
1765538782.9764206,4,00:00:00:00:00:06,00:00:00:00:00:04,88,6126,22.15019190537681,4,2212.551263258689,64
1765538783.9764206,4,00:00:00:00:00:03,00:00:00:00:00:04,134,68887,33.517379761023285,4,16442.32190343642,512
1765538784.9764206,4,00:00:00:00:00:06,00:00:00:00:00:08,58,3518,58.53529443032894,1,480.83466681720887,64
1765538785.9764206,3,00:00:00:00:00:06,00:00:00:00:00:08,40,5360,40.95156493474239,1,1047.1765925506918,128
1765538786.9764206,4,00:00:00:00:00:01,00:00:00:00:00:05,183,12377,45.9855774209981,4,2153.2079293484853,64
1765538787.9764206,3,00:00:00:00:00:08,00:00:00:00:00:01,110,7466,55.27062963045291,2,1080.7187593465273,64
1765538788.9764206,2,00:00:00:00:00:06,00:00:00:00:00:03,11,1357,2.809224359853831,4,3866.913196416296,128
1765538789.9764206,3,00:00:00:00:00:02,00:00:00:00:00:05,130,17206,43.361158038008774,3,3174.5360147230354,128
1765538790.9764206,1,00:00:00:00:00:04,00:00:00:00:00:01,137,8208,27.550435241357686,5,2383.5831945293644,64
1765538791.9764206,3,00:00:00:00:00:06,00:00:00:00:00:05,36,52413,18.375566554834418,2,22818.62833969955,1500
1765538792.9764206,2,00:00:00:00:00:05,00:00:00:00:00:03,46,6201,23.095513348844772,2,2148.0495891498645,128
1765538793.9764206,2,00:00:00:00:00:02,00:00:00:00:00:01,117,8253,58.965104076472166,2,1119.7265737316898,64
1765538794.9764206,2,00:00:00:00:00:06,00:00:00:00:00:01,123,14191,30.783199536966833,4,3688.1617123190113,128
1765538795.9764206,3,00:00:00:00:00:01,00:00:00:00:00:03,179,88473,59.82367174857394,3,11831.236536272116,512
1765538796.9764206,1,00:00:00:00:00:07,00:00:00:00:00:08,50,3032,25.401668470601717,2,955.0270844241969,64
1765538797.9764206,2,00:00:00:00:00:03,00:00:00:00:00:05,101,13691,33.86157623430251,3,3234.7507213692434,128
1765538798.9764206,2,00:00:00:00:00:06,00:00:00:00:00:03,174,23522,43.54049127270866,4,4321.9846074309435,128
1765538799.9764206,3,00:00:00:00:00:01,00:00:00:00:00:05,25,3198,12.576052064649875,2,2034.690412397092,128
1765538800.9764206,1,00:00:00:00:00:05,00:00:00:00:00:07,16,17225,16.47856384763192,1,8362.50366443691,1024
1765538801.9764206,1,00:00:00:00:00:08,00:00:00:00:00:05,91,48225,45.8596386707918,2,8412.694964902046,512
1765538802.9764206,3,00:00:00:00:00:04,00:00:00:00:00:05,121,8075,40.666655000438084,3,1588.57096539747,64
1765538803.9764206,1,00:00:00:00:00:08,00:00:00:00:00:03,141,75571,47.255202941076554,3,12793.703330100598,512
1765538804.9764206,1,00:00:00:00:00:02,00:00:00:00:00:03,37,4979,37.7867393306438,1,1054.3037187972752,128
1765538805.9764206,3,00:00:00:00:00:01,00:00:00:00:00:07,219,15055,54.838034737181474,4,2196.2936192918937,64
1765538806.9764206,4,00:00:00:00:00:04,00:00:00:00:00:02,45,3006,22.86413992400673,2,1052.1271881147186,64
1765538807.9764206,1,00:00:00:00:00:06,00:00:00:00:00:05,9,1084,4.596568289395094,2,1886.7802233205844,128
1765538808.9764206,2,00:00:00:00:00:01,00:00:00:00:00:05,49,52964,49.68551390282504,1,8528.001238720619,1024
1765538809.9764206,4,00:00:00:00:00:06,00:00:00:00:00:01,7,7423,3.9637055514732786,2,14982.522085669381,1024
1765538810.9764206,1,00:00:00:00:00:07,00:00:00:00:00:03,57,31043,57.90385555766254,1,4288.904659641641,512
1765538811.9764206,4,00:00:00:00:00:06,00:00:00:00:00:02,171,274089,34.28279589830109,5,63959.67945845849,1500
1765538812.9764206,2,00:00:00:00:00:02,00:00:00:00:00:07,54,51515,54.99156226204072,1,7494.374503951248,1024
1765538813.9764206,1,00:00:00:00:00:08,00:00:00:00:00:02,231,125993,46.239223998395055,5,21798.485658393067,512
1765538814.9764206,3,00:00:00:00:00:08,00:00:00:00:00:07,27,1685,27.025851034920333,1,498.8869998029073,64
1765538815.9764206,4,00:00:00:00:00:04,00:00:00:00:00:06,223,26445,55.78122611590496,4,3792.6952700350316,128
1765538816.9764206,2,00:00:00:00:00:07,00:00:00:00:00:06,62,62779,15.524737468336658,4,32350.60092346123,1024
1765538817.9764206,3,00:00:00:00:00:05,00:00:00:00:00:04,46,25130,23.303777754649886,2,8627.10763497032,512
1765538818.9764206,1,00:00:00:00:00:07,00:00:00:00:00:03,72,34073,36.38549714796573,2,7491.713418650875,512
1765538819.9764206,2,00:00:00:00:00:07,00:00:00:00:00:03,163,11361,40.837756949576466,4,2225.758027870176,64
1765538820.9764206,1,00:00:00:00:00:07,00:00:00:00:00:05,34,2053,34.15287002697467,1,481.11318736928683,64
1765538821.9764206,1,00:00:00:00:00:02,00:00:00:00:00:04,10,609,2.6170325014861797,4,1861.6949421561828,64
1765538822.9764206,2,00:00:00:00:00:02,00:00:00:00:00:03,44,2792,44.47967997228904,1,502.32268503103955,64
1765538823.9764206,3,00:00:00:00:00:07,00:00:00:00:00:03,85,10101,21.379749016447878,4,3779.7967849336173,128
1765538824.9764206,2,00:00:00:00:00:07,00:00:00:00:00:05,25,23323,25.14821076802744,1,7419.510864780966,1024
1765538825.9764206,3,00:00:00:00:00:03,00:00:00:00:00:02,177,20445,35.401946986239174,5,4620.137890024652,128
1765538826.9764206,3,00:00:00:00:00:02,00:00:00:00:00:07,17,2297,17.49664089087768,1,1050.5889397261167,128
1765538827.9764206,1,00:00:00:00:00:01,00:00:00:00:00:03,43,45511,21.990831670853066,2,16556.444877895538,1024
1765538828.9764206,2,00:00:00:00:00:03,00:00:00:00:00:07,38,40242,7.7390546654242565,5,41599.14808223154,1024
1765538829.9764206,2,00:00:00:00:00:02,00:00:00:00:00:08,236,330926,59.10783151025711,4,44789.548516364724,1500
1765538830.9764206,4,00:00:00:00:00:04,00:00:00:00:00:06,179,92703,35.86470897889474,5,20678.58231075259,512
1765538831.9764206,1,00:00:00:00:00:05,00:00:00:00:00:01,178,21130,35.62619233308504,5,4744.977895113549,128
1765538832.9764206,4,00:00:00:00:00:06,00:00:00:00:00:01,162,79475,40.680517374716125,4,15629.29217452984,512
1765538833.9764206,2,00:00:00:00:00:07,00:00:00:00:00:02,131,127322,43.812880462045,3,23248.476850568826,1024
1765538834.9764206,3,00:00:00:00:00:06,00:00:00:00:00:08,196,291957,39.20095591559752,5,59581.808602763136,1500
1765538835.9764206,4,00:00:00:00:00:03,00:00:00:00:00:06,127,7806,25.52337247413631,5,2446.7570607110106,64
1765538836.9764206,2,00:00:00:00:00:06,00:00:00:00:00:03,16,9351,8.412453198312923,2,8892.888957561341,512
1765538837.9764206,4,00:00:00:00:00:02,00:00:00:00:00:01,138,16195,27.693825392368908,5,4678.436122494256,128
1765538838.9764206,3,00:00:00:00:00:03,00:00:00:00:00:07,52,3373,13.217955241018633,4,2041.7813435183232,64
1765538839.9764206,2,00:00:00:00:00:05,00:00:00:00:00:08,19,20082,4.885256769255442,4,32886.27157896359,1024
1765538840.9764206,4,00:00:00:00:00:08,00:00:00:00:00:01,200,27201,50.174055485000984,4,4337.116135339667,128
1765538841.9764206,4,00:00:00:00:00:07,00:00:00:00:00:06,70,8267,35.43220854749232,2,1866.5776956253153,128
1765538842.9764206,1,00:00:00:00:00:04,00:00:00:00:00:01,13,822,13.648419948948208,1,482.1995625234385,64
1765538843.9764206,2,00:00:00:00:00:05,00:00:00:00:00:06,139,16886,27.952882206668587,5,4832.756233821231,128
1765538844.9764206,3,00:00:00:00:00:06,00:00:00:00:00:08,149,164769,37.48031609724484,4,35169.20549933494,1024
1765538845.9764206,2,00:00:00:00:00:03,00:00:00:00:00:05,4,5135,4.57671655528644,1,8976.245812133386,1024
1765538846.9764206,2,00:00:00:00:00:07,00:00:00:00:00:06,222,15146,55.70923393810709,4,2175.0308821337076,64
1765538847.9764206,4,00:00:00:00:00:07,00:00:00:00:00:02,30,4230,15.061479213745093,2,2246.8528467827846,128
1765538848.9764206,2,00:00:00:00:00:02,00:00:00:00:00:04,26,13709,26.47186869087407,1,4143.109038330304,512
1765538849.9764206,2,00:00:00:00:00:03,00:00:00:00:00:02,44,23051,44.489923365120845,1,4144.964755838637,512
1765538850.9764206,1,00:00:00:00:00:07,00:00:00:00:00:05,57,57830,57.35974822723287,1,8065.645221244849,1024
1765538851.9764206,2,00:00:00:00:00:08,00:00:00:00:00:02,229,14894,45.984652553523276,5,2591.1969469595924,64
1765538852.9764206,4,00:00:00:00:00:02,00:00:00:00:00:06,54,52612,10.889714078563859,5,38651.38417108075,1024
1765538853.9764206,1,00:00:00:00:00:06,00:00:00:00:00:07,71,8381,23.90026756263186,3,2805.389563881413,128
1765538854.9764206,2,00:00:00:00:00:01,00:00:00:00:00:03,109,14666,27.344711018929566,4,4290.970175190564,128
1765538855.9764206,1,00:00:00:00:00:05,00:00:00:00:00:08,153,9660,38.26677207197415,4,2019.6595064653006,64
1765538856.9764206,4,00:00:00:00:00:05,00:00:00:00:00:08,24,23921,12.49609932487191,2,15314.69773789672,1024
1765538857.9764206,3,00:00:00:00:00:05,00:00:00:00:00:04,224,15283,44.90978778919938,5,2722.5804821481365,64
1765538858.9764206,4,00:00:00:00:00:04,00:00:00:00:00:01,19,1194,19.572822857621446,1,488.042183768972,64
1765538859.9764206,4,00:00:00:00:00:06,00:00:00:00:00:04,155,18008,38.771805043210705,4,3715.8390689371645,128
1765538860.9764206,3,00:00:00:00:00:01,00:00:00:00:00:03,7,521,7.726052614303392,1,539.7713082898383,64
1765538861.9764206,1,00:00:00:00:00:04,00:00:00:00:00:01,81,5425,20.496921064751323,4,2117.5000236346123,64
1765538862.9764206,2,00:00:00:00:00:06,00:00:00:00:00:01,279,36638,55.80353105540875,5,5252.48125281209,128
1765538863.9764206,3,00:00:00:00:00:04,00:00:00:00:00:07,32,30071,10.68144829365387,3,22522.11459963771,1024
1765538864.9764206,3,00:00:00:00:00:05,00:00:00:00:00:01,196,12700,39.38316155510637,5,2579.817909986354,64
1765538865.9764206,4,00:00:00:00:00:03,00:00:00:00:00:04,175,184702,43.934483547618434,4,33632.42392248109,1024
1765538866.9764206,2,00:00:00:00:00:01,00:00:00:00:00:03,87,11565,17.4032406911262,5,5316.492324402672,128
1765538867.9764206,4,00:00:00:00:00:06,00:00:00:00:00:05,31,17335,31.493947483182133,1,4403.534029378753,512
1765538868.9764206,4,00:00:00:00:00:07,00:00:00:00:00:08,57,56304,57.08710370891726,1,7890.27100844158,1024
1765538869.9764206,4,00:00:00:00:00:07,00:00:00:00:00:03,119,8043,59.67794348670869,2,1078.2293008830154,64
1765538870.9764206,2,00:00:00:00:00:08,00:00:00:00:00:03,107,54812,53.55345690735905,2,8188.0991504779895,512
1765538871.9764206,3,00:00:00:00:00:08,00:00:00:00:00:07,8,1096,4.050285272111321,2,2165.050692133739,128
1765538872.9764206,2,00:00:00:00:00:05,00:00:00:00:00:01,149,9640,49.673327216205294,3,1552.6869311270236,64
1765538873.9764206,1,00:00:00:00:00:08,00:00:00:00:00:02,116,62324,29.144907248883445,4,17107.387162129475,512
1765538874.9764206,4,00:00:00:00:00:05,00:00:00:00:00:08,235,31488,47.17462921044376,5,5339.831816405263,128
1765538875.9764206,4,00:00:00:00:00:02,00:00:00:00:00:05,146,77435,48.919901406483646,3,12663.234975964411,512
1765538876.9764206,4,00:00:00:00:00:06,00:00:00:00:00:04,21,2602,21.871492729742915,1,951.7488162475004,128
1765538877.9764206,4,00:00:00:00:00:06,00:00:00:00:00:07,43,5895,21.619596326413244,2,2181.448725131021,128
1765538878.9764206,2,00:00:00:00:00:01,00:00:00:00:00:08,130,68746,43.444716509827984,3,12659.072513059793,512
1765538879.9764206,1,00:00:00:00:00:05,00:00:00:00:00:01,14,884,14.86398555318351,1,476.27514353120193,64
1765538880.9764206,4,00:00:00:00:00:06,00:00:00:00:00:01,40,59985,10.2171188460306,4,46968.50280133654,1500
1765538881.9764206,2,00:00:00:00:00:08,00:00:00:00:00:04,11,6113,11.190299967803078,1,4370.625466192074,512
1765538882.9764206,3,00:00:00:00:00:07,00:00:00:00:00:06,204,108985,51.13731849939344,4,17049.931949739825,512
1765538883.9764206,3,00:00:00:00:00:04,00:00:00:00:00:02,65,4083,32.90146265545075,2,992.8802624480244,64
1765538884.9764206,1,00:00:00:00:00:01,00:00:00:00:00:03,297,17334,59.49410018146056,5,2330.974107316303,64
1765538885.9764206,2,00:00:00:00:00:04,00:00:00:00:00:01,161,18754,32.395620404805406,5,4631.257387885751,128
1765538886.9764206,4,00:00:00:00:00:06,00:00:00:00:00:04,141,69348,35.288027758926816,4,15721.727853045688,512
1765538887.9764206,4,00:00:00:00:00:04,00:00:00:00:00:01,55,26099,55.204974191678524,1,3782.196904461889,512
1765538888.9764206,4,00:00:00:00:00:04,00:00:00:00:00:01,58,6767,14.519153038071032,4,3728.9831992783324,128
1765538889.9764206,1,00:00:00:00:00:01,00:00:00:00:00:04,269,149835,53.84979990488309,5,22259.754695607116,512
1765538890.9764206,4,00:00:00:00:00:02,00:00:00:00:00:03,76,71397,19.18293279411647,4,29775.598115243258,1024
1765538891.9764206,1,00:00:00:00:00:04,00:00:00:00:00:06,63,61915,15.764971149001797,4,31419.169525128433,1024
1765538892.9764206,3,00:00:00:00:00:08,00:00:00:00:00:02,2,3904,1.1950432368915562,2,26135.05555075016,1500
1765538893.9764206,2,00:00:00:00:00:06,00:00:00:00:00:05,146,18941,29.340878195628985,5,5164.437407689594,128
1765538894.9764206,2,00:00:00:00:00:08,00:00:00:00:00:06,55,57335,18.659665145421428,3,24581.669591600246,1024
1765538895.9764206,3,00:00:00:00:00:06,00:00:00:00:00:05,6,6269,1.6100334432212602,4,31153.33715782908,1024
1765538896.9764206,2,00:00:00:00:00:01,00:00:00:00:00:04,80,43787,40.12730249537419,2,8729.789286599558,512
1765538897.9764206,1,00:00:00:00:00:08,00:00:00:00:00:01,25,3406,12.823599382276036,2,2125.212868222303,128
1765538898.9764206,2,00:00:00:00:00:05,00:00:00:00:00:03,26,3402,8.794645794450725,3,3094.9788703191975,128
1765538899.9764206,4,00:00:00:00:00:07,00:00:00:00:00:05,69,33627,23.18319254977708,3,11603.99072027904,512
1765538900.9764206,4,00:00:00:00:00:01,00:00:00:00:00:04,53,27696,26.714368621090472,2,8294.003030761249,512
1765538901.9764206,1,00:00:00:00:00:04,00:00:00:00:00:02,53,78602,13.395429483663644,4,46943.049347673135,1500
1765538902.9764206,2,00:00:00:00:00:06,00:00:00:00:00:02,49,23946,24.909018958838985,2,7690.8474824302575,512
1765538903.9764206,2,00:00:00:00:00:08,00:00:00:00:00:02,285,17264,57.198378781467866,5,2414.7178355250167,64
1765538904.9764206,4,00:00:00:00:00:02,00:00:00:00:00:04,272,17865,54.48439252737354,5,2623.1933111591393,64
1765538905.9764206,2,00:00:00:00:00:02,00:00:00:00:00:03,170,23672,56.89615651437711,3,3328.510333393596,128
1765538906.9764206,3,00:00:00:00:00:02,00:00:00:00:00:08,56,59445,28.421667364824977,2,16732.455308634744,1024
1765538907.9764206,1,00:00:00:00:00:05,00:00:00:00:00:08,162,237792,40.52886408720673,4,46937.80708251243,1500
1765538908.9764206,2,00:00:00:00:00:04,00:00:00:00:00:02,42,41997,42.58351032790415,1,7889.883075139886,1024
1765538909.9764206,2,00:00:00:00:00:08,00:00:00:00:00:01,100,48669,20.07337671119004,5,19396.489869314435,512
1765538910.9764206,1,00:00:00:00:00:04,00:00:00:00:00:01,179,10482,59.74383864750174,3,1403.6931371369842,64
1765538911.9764206,4,00:00:00:00:00:05,00:00:00:00:00:03,48,46437,48.682891553791876,1,7630.991760593692,1024
1765538912.9764206,4,00:00:00:00:00:03,00:00:00:00:00:02,54,3333,54.2692580281569,1,491.3369120292165,64
1765538913.9764206,1,00:00:00:00:00:07,00:00:00:00:00:04,15,7172,5.14908541494764,3,11143.940915057748,512
1765538914.9764206,3,00:00:00:00:00:01,00:00:00:00:00:08,102,50837,34.086982078344185,3,11931.27144253923,512
1765538915.9764206,3,00:00:00:00:00:01,00:00:00:00:00:03,254,17212,50.953291355486776,5,2702.398071620839,64
1765538916.9764206,3,00:00:00:00:00:01,00:00:00:00:00:02,14,14835,2.9020643315156027,5,40897.182148148626,1024
1765538917.9764206,2,00:00:00:00:00:04,00:00:00:00:00:03,132,8163,26.40090704262689,5,2473.8211239377943,64
1765538918.9764206,3,00:00:00:00:00:04,00:00:00:00:00:02,48,6165,16.148520983054283,3,3054.2263944746655,128
1765538919.9764206,4,00:00:00:00:00:03,00:00:00:00:00:08,117,14276,29.273047502738798,4,3901.6544144281925,128
1765538920.9764206,2,00:00:00:00:00:07,00:00:00:00:00:05,100,6265,50.19647801276026,2,998.5033486854451,64
1765538921.9764206,3,00:00:00:00:00:02,00:00:00:00:00:04,81,91387,16.28441109590247,5,44895.51680169212,1024
1765538922.9764206,4,00:00:00:00:00:08,00:00:00:00:00:06,22,21175,22.75246289360768,1,7445.6159382021615,1024
1765538923.9764206,4,00:00:00:00:00:05,00:00:00:00:00:04,163,20225,40.77769902467852,4,3967.961281590082,128
1765538924.9764206,2,00:00:00:00:00:08,00:00:00:00:00:07,53,3307,26.569143815464066,2,995.8015748863725,64
1765538925.9764206,4,00:00:00:00:00:03,00:00:00:00:00:06,100,6693,50.046416071534345,2,1069.9020784089078,64
1765538926.9764206,3,00:00:00:00:00:03,00:00:00:00:00:08,75,5211,15.026579315907576,5,2774.3757136822333,64
1765538927.9764206,2,00:00:00:00:00:04,00:00:00:00:00:03,66,4426,16.540869954062142,4,2140.649877670837,64
1765538928.9764206,1,00:00:00:00:00:07,00:00:00:00:00:08,109,153737,27.26820734685702,4,45103.85788380588,1500
1765538929.9764206,4,00:00:00:00:00:03,00:00:00:00:00:04,44,3055,14.823045146192134,3,1649.0501000608701,64
1765538930.9764206,4,00:00:00:00:00:02,00:00:00:00:00:03,179,172205,59.80144516876037,3,23036.997023884844,1024
1765538931.9764206,2,00:00:00:00:00:06,00:00:00:00:00:01,95,6467,31.94093315977192,3,1619.9701591623366,64
1765538932.9764206,1,00:00:00:00:00:03,00:00:00:00:00:04,26,1730,13.269720649283856,2,1043.3922290120806,64
1765538933.9764206,4,00:00:00:00:00:02,00:00:00:00:00:04,144,78436,48.257459770609486,3,13003.073080037424,512
1765538934.9764206,1,00:00:00:00:00:04,00:00:00:00:00:02,58,56177,58.30402266966304,1,7708.2266202020455,1024
1765538935.9764206,4,00:00:00:00:00:01,00:00:00:00:00:06,154,85376,51.39401982149072,3,13289.648078478023,512
1765538936.9764206,2,00:00:00:00:00:02,00:00:00:00:00:05,180,283532,45.08220467752571,4,50313.830806358375,1500
1765538937.9764206,4,00:00:00:00:00:01,00:00:00:00:00:03,145,67967,48.49978053533529,3,11211.178364814612,512
1765538938.9764206,3,00:00:00:00:00:04,00:00:00:00:00:01,120,66332,30.23193627833006,4,17553.085134296845,512
1765538939.9764206,1,00:00:00:00:00:08,00:00:00:00:00:01,66,36001,22.122654908396257,3,13018.913204129532,512
1765538940.9764206,1,00:00:00:00:00:02,00:00:00:00:00:03,15,1025,7.79823590032235,2,1052.252651688422,64
1765538941.9764206,1,00:00:00:00:00:04,00:00:00:00:00:02,51,27833,25.98902853319293,2,8567.731313755488,512
1765538942.9764206,1,00:00:00:00:00:05,00:00:00:00:00:07,89,94811,22.36881340151062,4,33908.451738866635,1024
1765538943.9764206,3,00:00:00:00:00:05,00:00:00:00:00:06,80,37252,40.004561405693075,2,7449.72523338933,512
1765538944.9764206,4,00:00:00:00:00:06,00:00:00:00:00:01,104,14443,20.866002569297258,5,5537.464809081017,128
1765538945.9764206,3,00:00:00:00:00:02,00:00:00:00:00:08,78,39269,19.72486511043973,4,15926.762357550813,512
1765538946.9764206,4,00:00:00:00:00:04,00:00:00:00:00:08,129,67932,32.26392679140055,4,16844.129424918,512
1765538947.9764206,2,00:00:00:00:00:08,00:00:00:00:00:07,19,27775,9.840287320407267,2,22580.800722796783,1500
1765538948.9764206,4,00:00:00:00:00:08,00:00:00:00:00:07,21,1437,21.73682651140401,1,528.893441824307,64
1765538949.9764206,2,00:00:00:00:00:05,00:00:00:00:00:01,10,676,5.2288991974774115,2,1034.440530847855,64
1765538950.9764206,3,00:00:00:00:00:05,00:00:00:00:00:01,217,14934,43.411088390402895,5,2752.132432562844,64
1765538951.9764206,2,00:00:00:00:00:01,00:00:00:00:00:05,8,1073,4.453244059870683,2,1927.7403556443483,128
1765538952.9764206,3,00:00:00:00:00:07,00:00:00:00:00:05,77,41776,38.765318798672794,2,8621.43657189616,512
